time,tasmin,tasmax,pr
2030-01-01,13.14,22.53,0.23
2030-01-02,10.83,30.46,0.0
2030-01-03,11.34,21.08,0.66
2030-01-04,10.35,20.94,0.17
2030-01-05,15.5,24.11,0.06
2030-01-06,15.36,23.6,0.37
2030-01-07,8.35,23.08,17.59
2030-01-08,5.69,15.76,0.01
2030-01-09,10.89,18.95,2.46
2030-01-10,6.49,16.41,3.55
2030-01-11,5.65,14.39,4.88
2030-01-12,5.13,15.92,0.05
2030-01-13,9.66,20.39,0.05
2030-01-14,13.3,22.45,43.2
2030-01-15,9.44,22.26,4.85
2030-01-16,6.82,16.57,0.04
2030-01-17,9.63,17.63,0.34
2030-01-18,9.77,17.58,0.52
2030-01-19,10.85,18.07,21.49
2030-01-20,7.48,16.03,0.01
2030-01-21,10.22,18.2,0.04
2030-01-22,12.59,21.74,0.09
2030-01-23,13.46,21.37,3.3
2030-01-24,10.46,23.05,0.68
2030-01-25,8.72,17.71,0.01
2030-01-26,10.74,20.04,0.17
2030-01-27,12.04,22.55,0.11
2030-01-28,12.95,26.81,0.06
2030-01-29,15.4,27.92,7.34
2030-01-30,8.36,17.36,0.59
2030-01-31,11.05,20.36,0.03
2030-02-01,12.61,24.55,0.0
2030-02-02,16.41,26.09,0.0
2030-02-03,17.85,31.06,0.0
2030-02-04,17.58,33.16,0.24
2030-02-05,22.5,35.06,0.0
2030-02-06,16.38,32.33,0.85
2030-02-07,9.62,19.82,0.09
2030-02-08,9.01,17.79,0.04
2030-02-09,10.36,20.7,0.08
2030-02-10,13.82,25.58,0.17
2030-02-11,14.3,22.09,6.48
2030-02-12,12.8,19.11,2.79
2030-02-13,14.96,19.39,3.8
2030-02-14,14.22,18.47,4.72
2030-02-15,8.64,18.87,0.77
2030-02-16,9.1,19.85,0.02
2030-02-17,13.14,25.36,0.0
2030-02-18,16.05,29.32,0.76
2030-02-19,7.05,18.64,0.14
2030-02-20,11.82,20.56,0.0
2030-02-21,10.68,22.51,5.01
2030-02-22,8.25,17.98,1.3
2030-02-23,8.4,15.15,0.01
2030-02-24,6.03,17.59,0.0
2030-02-25,8.45,17.53,0.67
2030-02-26,9.32,21.73,0.04
2030-02-27,9.9,24.37,2.86
2030-02-28,9.59,20.08,0.03
2030-03-01,8.54,21.23,2.31
2030-03-02,8.49,21.19,0.09
2030-03-03,8.56,19.57,0.03
2030-03-04,13.55,26.13,0.0
2030-03-05,17.3,27.56,0.58
2030-03-06,8.08,20.57,4.73
2030-03-07,8.57,16.78,0.04
2030-03-08,12.1,21.97,0.04
2030-03-09,11.07,19.74,0.73
2030-03-10,13.71,22.62,0.16
2030-03-11,13.41,19.04,0.42
2030-03-12,13.26,22.04,0.02
2030-03-13,16.14,26.21,1.62
2030-03-14,13.93,23.07,1.37
2030-03-15,12.17,24.07,4.41
2030-03-16,8.93,21.37,0.16
