time,tasmin,tasmax,pr
2060-06-16,8.69,14.88,0.07
2060-06-17,7.5,15.37,1.45
2060-06-18,4.69,12.9,0.19
2060-06-19,6.56,14.92,0.0
2060-06-20,6.49,15.04,0.01
2060-06-21,8.79,15.16,0.0
2060-06-22,3.92,12.56,0.02
2060-06-23,6.32,12.97,0.0
2060-06-24,7.29,13.27,10.94
2060-06-25,4.57,11.07,3.61
2060-06-26,5.35,8.58,0.31
2060-06-27,4.63,12.47,0.0
2060-06-28,3.95,10.76,0.01
2060-06-29,6.68,13.1,0.11
2060-06-30,5.8,12.93,0.02
2060-07-01,5.4,14.79,0.05
2060-07-02,8.86,15.19,0.59
2060-07-03,4.13,14.08,0.06
2060-07-04,4.1,10.88,1.15
2060-07-05,9.12,13.12,0.0
2060-07-06,6.81,13.65,0.0
2060-07-07,6.26,12.85,0.02
2060-07-08,4.42,12.05,0.0
2060-07-09,3.77,12.48,0.0
2060-07-10,4.44,12.73,0.0
2060-07-11,4.22,13.7,1.05
2060-07-12,6.23,10.12,0.39
2060-07-13,2.46,11.14,3.61
2060-07-14,4.19,9.17,0.59
2060-07-15,4.83,11.2,0.0
2060-07-16,7.0,12.39,0.0
2060-07-17,4.83,14.22,0.55
2060-07-18,7.86,15.15,0.01
2060-07-19,9.12,15.67,0.27
2060-07-20,5.7,14.97,2.8
2060-07-21,7.28,13.76,0.31
2060-07-22,11.86,15.63,1.12
2060-07-23,6.84,12.69,0.54
2060-07-24,5.56,12.24,0.02
2060-07-25,4.94,14.42,0.01
2060-07-26,8.85,14.91,0.33
2060-07-27,4.99,15.3,0.48
2060-07-28,3.43,10.95,1.09
2060-07-29,1.92,9.56,4.38
2060-07-30,5.29,13.39,0.19
2060-07-31,5.81,11.74,0.14
2060-08-01,6.27,11.95,9.32
2060-08-02,6.32,13.24,0.06
2060-08-03,4.75,14.82,0.16
2060-08-04,7.51,13.99,0.44
2060-08-05,6.45,15.12,0.03
2060-08-06,7.94,16.38,0.49
2060-08-07,3.58,12.93,0.0
2060-08-08,7.43,17.02,1.69
2060-08-09,3.83,12.57,8.93
2060-08-10,7.86,14.42,0.07
2060-08-11,8.4,17.08,1.9
2060-08-12,7.65,16.39,0.04
2060-08-13,10.37,16.94,0.79
2060-08-14,9.58,14.85,0.59
2060-08-15,6.17,18.08,5.21
2060-08-16,3.38,11.84,0.15
2060-08-17,8.23,14.43,6.32
2060-08-18,9.63,15.16,1.29
2060-08-19,10.99,17.96,0.0
2060-08-20,5.71,17.08,5.05
2060-08-21,4.22,11.89,1.99
2060-08-22,8.96,13.84,1.01
2060-08-23,2.66,15.34,1.55
2060-08-24,3.13,13.24,2.64
2060-08-25,1.44,8.2,0.69
2060-08-26,7.93,13.06,0.23
2060-08-27,9.12,13.86,0.15
2060-08-28,3.62,14.59,13.15
2060-08-29,8.09,12.21,0.36
2060-08-30,9.32,13.91,0.0
2060-08-31,8.85,15.49,0.0
2060-09-01,6.47,16.24,4.84
2060-09-02,2.75,9.96,3.23
2060-09-03,1.7,11.0,0.0
2060-09-04,7.64,16.01,0.06
2060-09-05,9.36,17.75,0.81
2060-09-06,9.82,19.66,1.74
2060-09-07,8.32,14.99,0.13
2060-09-08,5.98,13.65,0.15
2060-09-09,4.16,14.88,0.01
2060-09-10,6.39,17.72,0.03
2060-09-11,3.39,12.98,0.01
2060-09-12,6.93,14.05,2.12
2060-09-13,5.57,14.47,1.51
2060-09-14,2.61,10.34,0.47
2060-09-15,4.38,11.99,0.94
2060-09-16,7.03,15.23,3.17
2060-09-17,7.03,16.22,0.62
2060-09-18,5.68,16.5,0.01
