time,tasmin,tasmax,pr
2030-01-01,18.39,26.91,0.01
2030-01-02,18.77,26.21,0.02
2030-01-03,19.56,27.08,0.02
2030-01-04,19.5,27.19,0.02
2030-01-05,21.0,28.17,3.63
2030-01-06,21.91,29.06,0.0
2030-01-07,21.54,30.28,0.0
2030-01-08,19.91,32.88,2.15
2030-01-09,20.81,26.97,0.98
2030-01-10,22.67,31.02,0.07
2030-01-11,21.52,29.62,2.27
2030-01-12,21.02,24.74,2.47
2030-01-13,20.02,24.69,1.54
2030-01-14,19.77,25.29,0.09
2030-01-15,18.5,26.31,0.03
2030-01-16,21.86,28.13,2.02
2030-01-17,21.97,28.72,7.36
2030-01-18,21.78,26.32,14.4
2030-01-19,20.86,27.68,0.18
2030-01-20,23.65,28.4,0.05
2030-01-21,22.19,30.0,0.98
2030-01-22,22.68,26.48,21.67
2030-01-23,22.47,25.65,18.36
2030-01-24,22.57,27.23,0.39
2030-01-25,23.05,28.11,16.58
2030-01-26,22.0,24.98,10.2
2030-01-27,22.71,26.2,0.23
2030-01-28,21.44,26.33,0.35
2030-01-29,21.27,26.12,0.56
2030-01-30,19.01,26.28,0.23
2030-01-31,19.96,26.47,0.1
2030-02-01,20.87,26.68,0.72
2030-02-02,21.33,27.15,0.46
2030-02-03,20.98,27.02,7.85
2030-02-04,23.34,27.35,1.66
2030-02-05,22.64,27.29,4.71
2030-02-06,22.13,26.77,0.46
2030-02-07,21.08,27.9,0.04
2030-02-08,23.11,29.04,0.16
2030-02-09,21.15,26.78,4.79
2030-02-10,21.79,25.4,1.47
2030-02-11,20.84,25.87,0.8
2030-02-12,18.16,26.76,0.1
2030-02-13,18.15,27.22,0.0
2030-02-14,19.86,27.71,0.0
2030-02-15,22.4,28.63,0.01
2030-02-16,17.43,25.76,0.01
2030-02-17,18.75,25.33,0.04
2030-02-18,15.86,24.55,0.01
2030-02-19,19.08,25.51,0.05
2030-02-20,19.83,25.9,0.12
2030-02-21,15.07,25.21,0.01
2030-02-22,20.33,27.67,0.0
2030-02-23,21.7,26.83,0.08
2030-02-24,22.77,26.65,2.08
2030-02-25,21.67,25.15,7.28
2030-02-26,21.43,25.88,0.59
2030-02-27,19.26,26.47,0.14
2030-02-28,22.64,28.73,0.09
2030-03-01,22.15,29.69,0.38
2030-03-02,21.11,28.12,0.02
2030-03-03,22.22,28.17,0.75
2030-03-04,22.17,26.94,3.06
2030-03-05,21.47,27.1,3.58
2030-03-06,18.11,27.0,0.39
2030-03-07,20.88,28.24,0.07
2030-03-08,17.42,26.75,26.28
2030-03-09,17.62,25.78,0.9
2030-03-10,19.78,25.02,0.25
2030-03-11,19.07,25.42,0.27
2030-03-12,20.73,25.93,0.31
2030-03-13,17.37,26.16,0.22
2030-03-14,17.1,26.41,0.14
2030-03-15,17.13,26.17,0.04
2030-03-16,18.71,27.65,0.13
2030-03-17,20.34,26.68,1.4
2030-03-18,22.38,27.18,0.74
2030-03-19,19.91,27.29,0.09
2030-03-20,18.19,27.4,0.01
2030-03-21,20.78,27.48,0.09
2030-03-22,20.81,27.18,0.31
2030-03-23,16.98,26.67,0.02
2030-03-24,19.01,26.46,0.24
2030-03-25,21.0,26.57,4.88
2030-03-26,19.67,26.13,0.1
2030-03-27,19.66,27.62,0.0
2030-03-28,20.49,28.87,0.74
2030-03-29,17.35,22.29,14.21
2030-03-30,18.58,23.51,3.64
2030-03-31,18.01,23.94,6.12
2030-04-01,16.5,24.0,0.34
2030-04-02,20.43,25.07,2.51
2030-04-03,22.1,25.01,5.41
2030-04-04,20.81,25.06,1.2
2030-04-05,19.45,24.92,5.28
2030-04-06,17.12,25.02,1.86
2030-04-07,17.78,25.37,0.31
2030-04-08,19.03,25.26,0.32
2030-04-09,20.05,25.81,1.05
2030-04-10,19.2,25.95,7.79
2030-04-11,20.04,26.46,2.15
2030-04-12,18.95,28.68,0.87
2030-04-13,18.02,23.59,1.12
2030-04-14,18.08,23.92,0.21
2030-04-15,20.11,23.83,2.32
2030-04-16,20.28,24.57,8.9
2030-04-17,19.09,24.84,0.15
2030-04-18,21.5,25.18,3.3
2030-04-19,17.87,25.37,0.1
2030-04-20,17.92,25.19,3.07
2030-04-21,17.72,24.61,5.51
2030-04-22,17.08,23.96,0.34
2030-04-23,11.49,25.0,0.86
2030-04-24,11.02,21.78,0.01
2030-04-25,13.88,22.89,0.04
2030-04-26,13.84,22.19,0.27
2030-04-27,14.11,22.83,0.17
2030-04-28,12.86,22.64,0.44
2030-04-29,13.05,23.91,0.04
2030-04-30,13.65,22.02,0.42
2030-05-01,15.01,22.93,0.87
2030-05-02,13.9,21.96,2.38
2030-05-03,14.68,21.43,5.21
2030-05-04,17.15,22.53,11.57
2030-05-05,16.36,21.84,7.72
2030-05-06,15.98,22.11,0.28
2030-05-07,17.09,22.41,0.32
2030-05-08,13.79,22.35,0.0
2030-05-09,15.13,22.21,0.2
2030-05-10,17.04,23.3,9.58
