time,tasmin,tasmax,pr
2060-01-01,24.71,30.42,0.08
2060-01-02,25.58,30.24,0.05
2060-01-03,25.71,30.81,0.06
2060-01-04,25.55,30.74,0.01
2060-01-05,25.98,30.84,0.03
2060-01-06,26.52,31.3,0.03
2060-01-07,26.98,31.65,0.16
2060-01-08,27.24,32.25,0.12
2060-01-09,26.36,31.83,0.04
2060-01-10,27.42,31.8,0.1
2060-01-11,27.01,32.49,0.01
2060-01-12,27.17,31.83,0.02
2060-01-13,27.34,31.64,0.01
2060-01-14,26.45,31.59,0.0
2060-01-15,25.47,30.91,0.71
2060-01-16,25.93,30.34,1.15
2060-01-17,26.44,31.8,0.04
2060-01-18,26.83,32.49,0.14
2060-01-19,26.56,32.7,0.11
2060-01-20,26.28,32.13,0.8
2060-01-21,25.87,31.88,0.36
2060-01-22,26.42,31.58,0.05
2060-01-23,26.43,31.86,0.1
2060-01-24,25.93,31.57,0.0
2060-01-25,27.18,31.7,0.02
2060-01-26,27.35,31.69,0.1
2060-01-27,26.52,31.31,0.02
2060-01-28,27.87,32.37,0.62
2060-01-29,28.37,32.52,1.55
2060-01-30,27.57,32.51,0.12
2060-01-31,27.48,32.74,0.03
2060-02-01,27.41,32.28,0.02
2060-02-02,27.53,32.92,0.0
2060-02-03,28.04,32.8,0.07
2060-02-04,28.55,33.05,0.16
2060-02-05,28.7,33.13,0.01
2060-02-06,28.97,34.0,0.03
2060-02-07,28.61,33.59,0.01
2060-02-08,27.34,33.71,0.18
2060-02-09,27.46,32.81,6.04
2060-02-10,27.38,31.41,3.39
2060-02-11,27.02,32.05,0.78
2060-02-12,27.91,32.38,2.49
2060-02-13,27.27,32.18,1.07
2060-02-14,27.28,32.71,0.76
2060-02-15,27.56,33.48,3.18
2060-02-16,27.7,33.24,9.78
2060-02-17,27.38,31.17,3.56
2060-02-18,27.58,34.09,0.06
2060-02-19,26.56,34.24,0.24
2060-02-20,28.47,34.2,0.91
2060-02-21,28.8,33.33,4.62
2060-02-22,28.96,32.75,1.21
2060-02-23,29.45,38.89,0.0
2060-02-24,29.49,39.15,0.06
2060-02-25,28.74,38.38,2.44
2060-02-26,28.33,39.12,0.77
2060-02-27,29.26,39.57,0.37
2060-02-28,27.71,35.98,69.6
2060-02-29,27.89,29.44,43.72
2060-03-01,26.85,30.23,7.22
2060-03-02,25.83,31.29,0.43
2060-03-03,26.8,31.84,2.46
2060-03-04,25.92,31.51,1.77
2060-03-05,25.89,31.17,0.26
2060-03-06,25.82,30.88,0.14
2060-03-07,26.79,31.19,0.14
2060-03-08,25.52,31.46,0.02
2060-03-09,26.96,32.39,0.21
2060-03-10,27.2,32.69,2.76
2060-03-11,26.3,31.96,2.98
2060-03-12,26.54,31.98,5.81
2060-03-13,26.3,31.71,5.74
2060-03-14,26.16,30.98,1.79
2060-03-15,28.07,31.7,0.25
2060-03-16,27.15,32.12,0.69
2060-03-17,26.62,32.27,3.37
2060-03-18,25.89,31.38,9.14
2060-03-19,26.3,31.82,1.23
2060-03-20,24.6,31.14,0.63
2060-03-21,25.66,32.11,0.0
2060-03-22,26.57,32.0,0.01
2060-03-23,25.22,31.02,0.05
2060-03-24,25.63,31.47,0.04
2060-03-25,26.82,31.51,1.45
2060-03-26,26.5,31.04,2.17
2060-03-27,26.07,31.45,4.51
2060-03-28,26.27,30.64,2.09
2060-03-29,27.67,32.32,0.07
2060-03-30,28.7,32.67,0.39
2060-03-31,28.84,33.17,3.03
2060-04-01,28.25,31.7,0.62
2060-04-02,27.55,32.11,6.06
2060-04-03,27.21,30.73,12.24
2060-04-04,26.68,30.12,9.25
2060-04-05,25.84,30.87,10.8
2060-04-06,25.65,29.34,43.52
2060-04-07,24.47,28.52,24.35
2060-04-08,23.48,28.57,4.8
2060-04-09,24.82,28.94,38.88
2060-04-10,24.77,29.53,39.41
2060-04-11,24.32,29.16,29.93
2060-04-12,24.86,29.94,28.3
2060-04-13,24.79,29.54,19.84
2060-04-14,24.83,30.66,6.6
2060-04-15,20.55,31.05,0.01
2060-04-16,24.16,28.86,1.32
2060-04-17,22.34,27.52,0.2
2060-04-18,23.1,27.85,0.0
2060-04-19,22.2,28.12,0.0
2060-04-20,23.01,28.49,0.08
2060-04-21,24.44,29.5,8.19
2060-04-22,24.76,29.64,20.11
2060-04-23,25.17,28.86,10.63
2060-04-24,25.17,29.81,19.69
2060-04-25,24.88,29.36,5.13
2060-04-26,23.76,29.9,0.6
2060-04-27,25.04,29.54,1.23
2060-04-28,23.48,29.76,0.35
2060-04-29,22.86,28.96,0.02
2060-04-30,23.75,28.12,0.14
2060-05-01,24.11,28.1,0.38
2060-05-02,24.71,29.36,0.4
2060-05-03,24.43,29.13,0.31
2060-05-04,23.5,29.26,2.07
2060-05-05,22.32,28.66,3.28
2060-05-06,22.36,28.96,2.65
2060-05-07,22.42,27.6,0.25
2060-05-08,22.7,28.36,0.93
2060-05-09,24.35,28.12,6.98
2060-05-10,23.43,26.84,1.41
2060-05-11,22.85,28.22,1.8
2060-05-12,22.14,27.92,0.3
2060-05-13,21.86,28.06,0.07
2060-05-14,21.26,27.75,0.03
2060-05-15,22.41,28.51,0.89
2060-05-16,22.88,29.39,0.39
2060-05-17,20.87,27.85,0.02
2060-05-18,21.13,27.66,0.03
2060-05-19,20.7,26.89,0.01
2060-05-20,19.72,26.72,0.0
2060-05-21,20.82,26.27,0.0
2060-05-22,24.93,26.69,12.61
2060-05-23,25.13,27.27,8.6
2060-05-24,24.59,28.3,12.22
2060-05-25,16.92,27.85,0.01
2060-05-26,16.6,25.3,0.0
2060-05-27,15.17,24.86,0.0
2060-05-28,18.08,24.6,0.05
2060-05-29,16.37,25.6,0.01
2060-05-30,17.33,24.44,0.28
2060-05-31,15.93,25.32,0.0
2060-06-01,16.01,24.49,0.0
2060-06-02,17.43,23.76,0.0
2060-06-03,15.13,27.29,0.0
2060-06-04,13.82,24.47,0.0
2060-06-05,12.98,24.49,0.0
2060-06-06,13.39,23.72,0.0
2060-06-07,14.3,22.99,0.0
2060-06-08,13.89,23.59,0.0
2060-06-09,13.76,25.41,0.01
2060-06-10,17.45,23.94,0.04
2060-06-11,16.64,24.45,0.0
2060-06-12,18.26,24.26,0.18
2060-06-13,18.3,24.37,0.04
2060-06-14,19.16,25.87,0.02
2060-06-15,17.69,26.53,0.02
2060-06-16,14.74,24.42,0.01
2060-06-17,13.83,24.25,0.0
2060-06-18,15.83,23.84,0.0
2060-06-19,19.21,24.77,0.11
2060-06-20,18.69,25.27,0.04
2060-06-21,19.52,25.11,0.15
2060-06-22,20.02,25.63,0.77
2060-06-23,21.87,26.26,0.35
2060-06-24,18.9,26.65,0.08
2060-06-25,18.29,25.4,0.21
2060-06-26,19.84,25.24,0.27
2060-06-27,19.75,25.03,0.15
2060-06-28,22.74,25.8,0.13
2060-06-29,23.75,26.98,0.28
2060-06-30,14.49,27.05,2.92
2060-07-01,14.01,24.08,0.0
2060-07-02,15.82,20.83,1.73
2060-07-03,16.44,20.29,2.56
2060-07-04,18.5,23.35,0.34
2060-07-05,17.41,24.0,0.4
2060-07-06,16.06,25.21,0.0
2060-07-07,17.08,23.38,0.02
2060-07-08,19.21,24.22,0.03
2060-07-09,18.1,25.09,0.95
2060-07-10,11.79,24.98,0.09
2060-07-11,11.89,21.62,0.0
2060-07-12,15.95,21.85,0.03
2060-07-13,19.56,23.55,0.81
2060-07-14,21.0,23.65,3.14
2060-07-15,22.1,23.72,24.98
2060-07-16,12.65,24.65,1.47
2060-07-17,10.49,19.63,0.0
2060-07-18,14.06,20.72,0.01
2060-07-19,17.24,22.99,0.13
2060-07-20,15.96,23.58,0.01
2060-07-21,15.89,23.43,0.0
2060-07-22,16.56,24.52,0.03
2060-07-23,20.42,24.58,0.81
2060-07-24,20.08,25.25,0.12
2060-07-25,20.49,25.17,0.1
2060-07-26,20.77,25.69,0.24
2060-07-27,18.25,27.03,2.27
2060-07-28,15.6,22.11,0.16
2060-07-29,17.29,22.57,0.04
2060-07-30,18.79,24.44,0.14
2060-07-31,18.09,24.91,0.01
2060-08-01,20.09,25.31,0.16
2060-08-02,18.81,25.37,0.03
2060-08-03,18.19,24.74,0.03
2060-08-04,17.51,25.18,0.0
2060-08-05,14.78,26.7,0.02
2060-08-06,13.65,23.58,0.0
2060-08-07,17.78,23.9,0.05
2060-08-08,20.81,24.9,0.46
2060-08-09,22.1,26.31,3.41
2060-08-10,18.62,25.76,0.02
2060-08-11,19.99,25.42,0.11
2060-08-12,19.79,25.95,0.04
2060-08-13,19.93,26.28,0.08
2060-08-14,20.21,25.94,0.01
2060-08-15,17.74,25.52,0.06
2060-08-16,18.89,26.27,0.1
2060-08-17,18.03,23.73,0.06
2060-08-18,19.3,25.79,0.41
2060-08-19,21.66,26.12,4.13
2060-08-20,20.81,25.88,0.84
