time,tasmin,tasmax,pr
2030-01-01,22.96,29.16,0.99
2030-01-02,22.07,28.75,0.01
2030-01-03,21.83,28.58,0.01
2030-01-04,23.07,29.32,0.0
2030-01-05,22.25,30.01,2.69
2030-01-06,22.29,29.9,0.0
2030-01-07,22.19,29.85,0.01
2030-01-08,20.85,28.7,0.01
2030-01-09,20.72,29.74,0.0
2030-01-10,23.2,29.17,0.81
2030-01-11,23.78,29.08,1.79
2030-01-12,23.04,29.7,0.1
2030-01-13,24.18,30.59,1.25
2030-01-14,22.72,32.31,8.46
2030-01-15,24.11,30.49,0.01
2030-01-16,22.27,31.45,2.2
2030-01-17,23.14,29.6,0.19
2030-01-18,23.52,28.88,14.74
2030-01-19,23.99,30.93,4.37
2030-01-20,24.23,32.98,0.74
2030-01-21,24.85,30.28,1.03
2030-01-22,21.86,27.68,4.25
2030-01-23,20.43,26.79,0.08
2030-01-24,19.32,28.4,0.01
2030-01-25,22.01,30.52,0.02
2030-01-26,23.18,29.6,0.77
2030-01-27,24.14,30.23,3.82
2030-01-28,23.21,30.5,0.0
2030-01-29,23.69,30.98,2.86
2030-01-30,21.56,29.92,0.0
2030-01-31,22.21,31.06,0.0
2030-02-01,22.42,31.58,0.0
2030-02-02,23.4,31.95,0.0
2030-02-03,23.7,31.37,0.0
2030-02-04,21.71,31.39,72.53
2030-02-05,21.31,26.41,3.39
2030-02-06,21.65,26.45,1.84
2030-02-07,22.58,25.91,0.08
2030-02-08,20.96,26.52,0.17
2030-02-09,17.97,26.42,0.04
2030-02-10,19.55,27.67,0.02
2030-02-11,20.41,27.74,0.08
2030-02-12,22.14,30.42,0.0
2030-02-13,21.94,32.16,30.57
2030-02-14,21.47,24.57,16.14
2030-02-15,19.65,24.72,0.15
2030-02-16,20.67,25.55,0.48
2030-02-17,19.77,26.58,0.01
2030-02-18,20.49,26.56,1.06
2030-02-19,22.06,26.81,18.96
2030-02-20,21.66,27.22,3.01
2030-02-21,21.68,26.78,5.75
2030-02-22,21.37,26.93,0.06
2030-02-23,18.0,26.91,0.15
2030-02-24,21.48,27.45,0.73
2030-02-25,21.39,25.66,0.3
2030-02-26,21.43,26.0,2.17
2030-02-27,20.84,26.57,0.08
2030-02-28,20.38,26.26,0.04
2030-03-01,20.83,26.59,0.12
2030-03-02,21.47,26.73,0.33
2030-03-03,21.91,26.87,0.5
2030-03-04,22.67,25.85,33.07
2030-03-05,20.33,28.26,17.45
2030-03-06,22.42,32.69,0.0
2030-03-07,23.17,33.37,0.07
2030-03-08,22.61,25.95,1.66
2030-03-09,21.83,24.94,3.01
2030-03-10,20.82,25.64,2.33
2030-03-11,21.49,26.17,15.07
2030-03-12,22.33,27.11,4.45
2030-03-13,22.11,25.64,1.38
2030-03-14,20.35,24.8,0.2
2030-03-15,19.89,25.53,2.5
2030-03-16,22.5,25.6,26.94
2030-03-17,22.7,25.89,2.59
2030-03-18,22.11,26.45,17.67
2030-03-19,19.36,25.74,1.4
2030-03-20,20.45,26.65,0.5
2030-03-21,21.41,26.53,1.77
2030-03-22,21.15,26.7,0.62
2030-03-23,21.64,26.7,13.64
2030-03-24,21.72,26.35,8.27
2030-03-25,19.12,26.57,0.09
2030-03-26,21.98,26.55,1.43
2030-03-27,21.58,27.02,0.1
2030-03-28,20.81,27.26,0.87
2030-03-29,19.23,27.28,0.61
2030-03-30,22.28,27.03,0.12
2030-03-31,22.38,28.97,3.42
2030-04-01,23.3,27.8,8.01
2030-04-02,22.84,26.32,1.21
2030-04-03,23.36,26.31,2.55
2030-04-04,20.41,26.81,0.22
2030-04-05,21.42,27.57,6.29
2030-04-06,20.13,23.15,27.15
2030-04-07,18.55,23.87,0.21
2030-04-08,17.54,24.17,0.72
2030-04-09,17.23,23.92,2.83
2030-04-10,19.07,23.94,2.48
2030-04-11,21.61,24.43,2.61
2030-04-12,22.81,25.01,22.41
2030-04-13,18.58,24.52,107.99
2030-04-14,19.08,26.17,0.03
2030-04-15,19.59,24.04,0.46
2030-04-16,19.81,23.04,0.34
2030-04-17,20.76,23.76,1.05
2030-04-18,21.82,24.5,0.32
2030-04-19,19.75,23.93,0.09
2030-04-20,16.26,23.9,0.06
2030-04-21,18.31,23.86,0.16
2030-04-22,19.73,24.64,0.12
2030-04-23,16.83,24.89,0.09
2030-04-24,16.05,24.58,0.04
2030-04-25,18.56,25.51,2.2
2030-04-26,19.14,22.03,1.84
2030-04-27,17.23,21.97,1.31
2030-04-28,14.05,21.84,0.09
2030-04-29,14.54,22.8,0.18
2030-04-30,13.68,24.04,0.01
2030-05-01,13.99,21.81,0.1
2030-05-02,17.11,23.11,0.65
2030-05-03,18.44,23.49,1.52
2030-05-04,18.44,23.45,4.73
2030-05-05,19.41,24.19,6.59
2030-05-06,17.34,22.77,7.55
2030-05-07,18.03,22.97,1.71
2030-05-08,17.64,23.0,0.13
2030-05-09,16.61,22.73,1.94
2030-05-10,17.09,24.78,21.63
2030-05-11,17.76,20.95,17.32
2030-05-12,11.65,23.42,1.16
2030-05-13,11.86,21.22,0.0
2030-05-14,11.22,22.65,0.0
2030-05-15,10.91,21.64,0.0
2030-05-16,10.26,21.96,0.0
2030-05-17,9.98,22.45,0.0
2030-05-18,12.57,21.13,0.1
2030-05-19,16.42,22.86,51.83
2030-05-20,11.75,24.14,0.0
2030-05-21,10.72,20.63,0.0
2030-05-22,10.51,21.74,0.01
2030-05-23,12.62,22.55,0.0
2030-05-24,17.59,26.06,0.02
2030-05-25,13.87,25.45,0.28
2030-05-26,6.41,16.78,0.23
2030-05-27,8.88,18.44,0.0
2030-05-28,11.19,19.46,0.03
2030-05-29,13.15,20.57,0.14
2030-05-30,15.22,21.2,0.13
2030-05-31,14.56,21.43,0.32
2030-06-01,13.41,22.85,0.02
2030-06-02,12.21,22.75,0.08
2030-06-03,14.97,23.13,0.03
2030-06-04,16.55,24.8,0.19
2030-06-05,14.29,21.24,0.12
2030-06-06,17.91,23.76,0.1
2030-06-07,10.38,24.9,2.88
2030-06-08,7.25,16.04,0.0
2030-06-09,6.51,18.5,0.01
2030-06-10,8.16,16.87,0.0
2030-06-11,12.01,18.58,1.31
2030-06-12,12.33,18.57,0.2
