time,tasmin,tasmax,pr
2030-01-01,23.82,38.38,1.07
2030-01-02,19.29,42.15,3.14
2030-01-03,18.79,35.55,0.0
2030-01-04,21.57,37.07,0.0
2030-01-05,21.92,41.94,1.02
2030-01-06,22.11,37.4,7.92
2030-01-07,14.3,37.9,30.62
2030-01-08,12.75,20.89,0.04
2030-01-09,11.85,24.9,0.04
2030-01-10,12.8,32.03,0.05
2030-01-11,7.93,22.8,0.0
2030-01-12,11.1,25.68,0.0
2030-01-13,12.88,28.55,0.0
2030-01-14,18.19,31.93,2.58
2030-01-15,20.38,24.73,13.53
2030-01-16,15.52,26.44,40.06
2030-01-17,15.39,20.29,4.86
2030-01-18,16.47,25.07,0.09
2030-01-19,21.05,27.55,244.94
2030-01-20,15.16,21.68,35.18
2030-01-21,12.59,21.77,2.77
2030-01-22,12.93,22.83,0.25
2030-01-23,15.76,23.31,0.04
2030-01-24,16.63,25.76,0.07
2030-01-25,14.85,26.52,6.58
2030-01-26,13.57,23.29,0.04
2030-01-27,13.48,24.24,0.0
2030-01-28,15.63,26.62,0.0
2030-01-29,16.64,26.96,1.44
2030-01-30,20.29,27.45,0.18
2030-01-31,17.5,29.24,6.0
2030-02-01,15.02,27.62,1.28
2030-02-02,15.55,27.91,0.0
2030-02-03,16.0,30.43,0.65
2030-02-04,17.28,30.39,0.0
2030-02-05,17.38,30.57,0.28
2030-02-06,19.0,29.97,1.7
2030-02-07,22.79,29.65,3.96
2030-02-08,14.54,28.33,0.22
2030-02-09,14.08,27.43,0.01
2030-02-10,15.32,28.33,0.08
2030-02-11,19.43,31.0,0.32
2030-02-12,21.77,31.63,9.16
2030-02-13,22.39,27.05,25.12
2030-02-14,21.06,28.42,40.69
2030-02-15,9.89,22.07,0.0
2030-02-16,10.56,23.3,0.0
2030-02-17,13.27,23.64,0.0
2030-02-18,14.12,24.89,0.0
2030-02-19,15.57,25.45,0.03
2030-02-20,13.04,25.69,0.0
2030-02-21,16.84,27.94,0.17
2030-02-22,10.06,24.7,0.21
2030-02-23,10.76,20.64,0.1
2030-02-24,12.33,23.0,0.34
2030-02-25,13.15,25.99,0.0
2030-02-26,14.02,27.87,0.16
2030-02-27,19.5,31.87,25.79
2030-02-28,12.49,25.22,0.42
2030-03-01,17.28,26.16,0.23
2030-03-02,14.73,24.65,0.28
2030-03-03,13.45,27.05,0.02
2030-03-04,15.66,28.41,0.0
2030-03-05,15.08,29.26,0.0
2030-03-06,14.9,31.85,1.07
2030-03-07,7.61,26.12,0.22
2030-03-08,8.91,24.71,0.0
2030-03-09,11.79,26.23,0.0
2030-03-10,12.59,26.84,0.0
2030-03-11,15.97,28.61,1.1
2030-03-12,15.78,25.54,4.03
2030-03-13,16.16,26.82,0.24
2030-03-14,15.14,32.59,0.0
2030-03-15,16.71,34.41,0.0
2030-03-16,16.97,35.71,0.0
2030-03-17,15.85,31.15,0.0
