time,tasmin,tasmax,pr
2030-01-01,13.22,18.14,1.8
2030-01-02,15.83,21.43,1.86
2030-01-03,13.73,21.21,0.5
2030-01-04,12.52,22.92,0.08
2030-01-05,11.59,24.99,0.0
2030-01-06,9.43,31.27,2.17
2030-01-07,11.76,20.46,0.31
2030-01-08,10.29,22.77,0.1
2030-01-09,8.48,19.28,0.1
2030-01-10,12.41,24.17,0.0
2030-01-11,18.88,31.13,23.59
2030-01-12,17.0,27.24,0.95
2030-01-13,12.55,27.67,0.36
2030-01-14,13.53,24.46,0.22
2030-01-15,10.49,24.07,0.16
2030-01-16,12.62,21.1,2.42
2030-01-17,9.49,19.49,0.08
2030-01-18,13.5,22.56,0.08
2030-01-19,10.91,22.28,0.49
2030-01-20,9.17,17.73,0.25
2030-01-21,8.43,16.47,0.42
2030-01-22,8.88,18.69,0.0
2030-01-23,17.04,27.81,1.23
2030-01-24,12.53,26.78,4.73
2030-01-25,5.73,17.63,0.01
2030-01-26,10.14,21.72,0.07
2030-01-27,8.32,18.73,0.01
2030-01-28,8.84,19.28,0.01
2030-01-29,10.71,22.45,0.65
2030-01-30,11.93,23.25,0.03
2030-01-31,17.25,28.11,6.46
2030-02-01,13.91,26.48,0.0
2030-02-02,16.71,30.32,9.64
2030-02-03,10.89,22.63,31.4
2030-02-04,5.73,15.02,1.6
2030-02-05,8.72,17.65,0.48
2030-02-06,8.5,18.17,0.07
2030-02-07,8.08,22.07,0.01
2030-02-08,11.9,23.62,0.0
2030-02-09,9.24,24.94,0.18
2030-02-10,5.99,16.37,0.01
2030-02-11,9.42,20.86,0.11
2030-02-12,9.64,18.58,0.45
2030-02-13,7.3,14.37,1.33
2030-02-14,9.35,17.31,0.27
2030-02-15,9.12,20.94,0.0
2030-02-16,13.13,24.54,0.0
2030-02-17,14.33,29.94,0.0
2030-02-18,16.57,26.88,0.0
2030-02-19,21.0,28.86,0.01
2030-02-20,21.33,30.6,0.15
2030-02-21,17.25,25.72,4.41
2030-02-22,13.96,28.55,2.12
2030-02-23,9.71,20.94,0.25
2030-02-24,7.14,17.16,0.29
2030-02-25,12.1,21.16,0.03
2030-02-26,11.9,20.27,0.03
2030-02-27,14.28,25.53,0.0
2030-02-28,13.11,26.89,0.01
2030-03-01,18.46,35.0,0.05
2030-03-02,17.0,30.84,0.05
2030-03-03,15.03,25.49,0.09
2030-03-04,16.61,32.34,0.0
2030-03-05,17.32,36.83,0.0
2030-03-06,9.03,27.03,0.03
2030-03-07,10.07,17.43,0.36
2030-03-08,6.85,16.76,0.44
2030-03-09,7.05,20.03,0.0
2030-03-10,9.69,23.24,0.0
2030-03-11,9.04,29.4,29.94
2030-03-12,12.2,17.11,0.21
2030-03-13,10.6,19.38,0.11
2030-03-14,5.44,15.48,0.18
2030-03-15,8.33,19.59,0.0
2030-03-16,10.31,23.66,0.0
2030-03-17,13.86,27.01,0.0
2030-03-18,13.59,28.7,3.73
2030-03-19,9.26,18.66,0.07
2030-03-20,8.62,18.2,0.03
2030-03-21,9.71,21.13,0.0
2030-03-22,12.11,21.48,0.02
2030-03-23,16.39,27.92,0.0
2030-03-24,20.02,29.54,0.82
2030-03-25,13.87,25.7,42.12
2030-03-26,8.89,18.87,0.27
2030-03-27,10.12,18.51,0.08
2030-03-28,11.87,19.69,0.98
2030-03-29,12.19,19.58,18.75
2030-03-30,9.04,15.56,3.24
2030-03-31,10.19,17.65,0.18
2030-04-01,5.67,18.73,0.08
2030-04-02,5.22,14.77,0.07
2030-04-03,10.52,20.57,0.0
2030-04-04,5.76,20.66,5.89
2030-04-05,4.9,12.84,0.04
2030-04-06,6.13,15.09,0.03
2030-04-07,7.77,16.67,0.06
2030-04-08,8.04,16.8,2.33
2030-04-09,5.99,14.52,0.05
2030-04-10,4.99,15.91,0.0
2030-04-11,7.87,17.07,0.01
2030-04-12,9.25,19.16,0.08
2030-04-13,9.14,19.4,3.94
2030-04-14,6.57,14.44,0.0
2030-04-15,8.81,15.25,0.3
2030-04-16,7.24,16.47,0.05
2030-04-17,6.74,16.4,0.01
2030-04-18,10.85,19.48,0.0
2030-04-19,10.1,19.92,0.0
2030-04-20,12.63,20.49,0.0
2030-04-21,10.28,19.87,0.15
2030-04-22,9.06,20.49,0.0
2030-04-23,6.67,23.31,2.31
2030-04-24,5.47,12.88,0.03
2030-04-25,7.85,14.56,0.06
2030-04-26,8.69,15.81,0.46
2030-04-27,11.28,16.08,0.56
2030-04-28,2.67,15.51,0.48
2030-04-29,6.58,13.59,5.25
2030-04-30,9.84,14.77,2.3
2030-05-01,10.7,13.07,0.18
2030-05-02,6.27,13.89,0.13
2030-05-03,6.89,12.87,0.49
2030-05-04,9.42,18.84,0.06
2030-05-05,7.77,19.62,1.42
2030-05-06,6.49,15.52,0.0
2030-05-07,6.38,15.79,0.04
2030-05-08,6.68,17.84,0.01
2030-05-09,10.97,15.41,14.03
2030-05-10,6.98,12.55,0.87
2030-05-11,6.09,14.11,0.01
2030-05-12,11.67,14.48,1.67
2030-05-13,13.31,14.58,34.48
2030-05-14,12.0,14.88,79.47
2030-05-15,10.52,15.42,13.55
2030-05-16,7.37,11.87,0.33
2030-05-17,5.29,11.22,1.47
2030-05-18,6.93,12.47,1.23
2030-05-19,8.27,13.9,1.47
2030-05-20,6.95,15.3,0.22
2030-05-21,10.15,16.88,0.11
2030-05-22,6.9,14.83,0.01
2030-05-23,6.65,14.28,1.92
2030-05-24,4.33,11.96,1.09
2030-05-25,2.06,9.62,0.56
2030-05-26,3.59,11.16,0.78
2030-05-27,4.78,12.43,2.79
2030-05-28,7.6,12.03,0.39
2030-05-29,8.38,12.93,0.24
2030-05-30,7.79,12.75,0.02
2030-05-31,9.79,13.69,3.03
2030-06-01,7.63,13.94,1.57
2030-06-02,6.51,14.77,0.92
2030-06-03,3.18,10.59,2.03
2030-06-04,5.12,8.89,0.01
2030-06-05,0.07,10.76,0.03
2030-06-06,4.62,13.28,11.39
2030-06-07,1.81,6.23,12.75
2030-06-08,1.42,7.58,9.05
2030-06-09,5.49,9.95,9.22
2030-06-10,2.73,10.42,0.06
2030-06-11,2.85,10.72,0.01
2030-06-12,8.38,11.69,0.03
2030-06-13,4.26,12.62,0.0
2030-06-14,5.18,10.31,0.0
2030-06-15,6.74,10.6,0.22
2030-06-16,4.14,11.32,1.22
2030-06-17,4.31,9.98,0.09
2030-06-18,3.96,9.84,0.75
2030-06-19,6.47,10.21,0.08
2030-06-20,4.4,11.93,0.02
2030-06-21,3.06,11.38,0.0
2030-06-22,6.13,11.21,0.06
2030-06-23,7.04,13.39,0.02
2030-06-24,6.83,13.84,1.11
2030-06-25,7.1,12.05,0.2
2030-06-26,3.73,12.81,0.11
2030-06-27,5.6,11.25,2.64
2030-06-28,6.51,12.38,1.45
2030-06-29,4.84,13.22,0.21
2030-06-30,6.96,13.18,0.03
2030-07-01,9.17,12.22,0.37
2030-07-02,8.94,13.2,0.33
2030-07-03,5.4,12.16,0.02
2030-07-04,6.65,13.38,2.28
2030-07-05,6.76,13.01,2.84
2030-07-06,8.01,13.88,0.08
2030-07-07,7.48,14.27,0.07
2030-07-08,7.91,12.78,1.69
2030-07-09,1.96,11.77,0.05
2030-07-10,3.78,10.45,0.15
2030-07-11,3.01,11.04,0.18
2030-07-12,4.38,11.41,0.3
2030-07-13,5.67,11.93,0.02
2030-07-14,5.04,12.86,0.01
2030-07-15,2.84,13.16,0.02
2030-07-16,4.54,12.46,0.55
2030-07-17,6.36,10.63,0.04
2030-07-18,5.67,13.02,2.14
2030-07-19,1.62,10.25,0.07
2030-07-20,4.12,11.59,11.52
2030-07-21,2.21,9.51,0.02
2030-07-22,4.24,11.58,2.87
2030-07-23,1.44,7.6,0.13
2030-07-24,4.87,10.65,0.13
2030-07-25,9.34,12.11,0.11
2030-07-26,6.73,12.9,0.49
2030-07-27,2.71,10.56,2.79
2030-07-28,3.16,9.25,0.0
2030-07-29,2.86,11.81,0.02
2030-07-30,3.83,11.6,0.0
2030-07-31,7.47,12.57,0.04
2030-08-01,2.5,11.51,0.02
2030-08-02,2.68,12.04,0.0
2030-08-03,5.43,13.66,1.55
2030-08-04,5.32,11.53,0.38
2030-08-05,5.88,10.67,1.66
2030-08-06,4.55,10.94,1.34
2030-08-07,4.14,10.44,14.71
2030-08-08,6.88,11.24,0.62
2030-08-09,8.82,13.72,1.82
2030-08-10,3.7,12.24,0.08
2030-08-11,3.69,11.31,1.02
2030-08-12,3.11,8.16,2.25
2030-08-13,6.85,9.95,1.21
2030-08-14,5.6,11.68,2.76
2030-08-15,6.79,10.3,0.04
2030-08-16,4.33,11.49,2.19
2030-08-17,1.11,8.12,0.78
2030-08-18,2.14,9.2,3.59
2030-08-19,6.14,10.5,0.1
2030-08-20,7.73,11.38,1.23
2030-08-21,-0.6,9.52,8.19
2030-08-22,1.43,7.67,5.07
2030-08-23,5.18,11.4,0.06
2030-08-24,3.55,12.92,0.15
2030-08-25,4.13,13.46,0.02
2030-08-26,4.92,11.72,0.12
2030-08-27,5.03,13.43,0.0
2030-08-28,5.24,16.16,0.0
2030-08-29,8.34,18.27,0.0
2030-08-30,4.11,14.86,0.44
2030-08-31,4.61,12.5,0.16
2030-09-01,6.97,13.65,0.06
2030-09-02,4.63,11.88,0.26
2030-09-03,4.62,13.34,0.11
2030-09-04,3.25,13.46,2.68
2030-09-05,5.12,14.55,0.0
2030-09-06,6.49,18.28,0.39
2030-09-07,7.51,17.16,17.12
2030-09-08,7.35,14.74,17.94
2030-09-09,3.89,10.94,0.08
2030-09-10,5.8,13.44,1.62
2030-09-11,2.51,9.11,0.01
2030-09-12,8.28,11.31,1.27
2030-09-13,2.6,12.62,2.04
2030-09-14,5.45,13.57,3.6
2030-09-15,1.32,9.22,6.66
2030-09-16,8.1,11.98,0.14
2030-09-17,5.54,12.69,0.06
2030-09-18,3.77,15.92,0.59
2030-09-19,5.96,11.89,0.4
2030-09-20,4.59,11.34,0.27
2030-09-21,7.97,12.13,0.71
2030-09-22,9.13,14.33,0.01
2030-09-23,11.89,19.93,0.0
2030-09-24,5.3,20.22,0.9
2030-09-25,4.67,12.82,0.02
2030-09-26,3.99,13.6,3.39
2030-09-27,2.74,12.44,0.44
2030-09-28,4.51,11.93,0.96
2030-09-29,7.05,13.1,0.14
2030-09-30,7.38,14.88,0.0
2030-10-01,9.58,18.52,0.0
2030-10-02,12.36,21.1,0.0
2030-10-03,6.5,21.47,22.09
2030-10-04,4.5,11.34,0.59
2030-10-05,8.82,14.88,1.93
2030-10-06,6.66,14.64,0.14
2030-10-07,4.13,15.02,0.43
2030-10-08,4.71,15.44,0.0
2030-10-09,9.93,20.07,0.0
2030-10-10,11.4,22.52,1.79
2030-10-11,2.15,13.79,0.05
2030-10-12,9.04,13.69,0.54
