time,tasmin,tasmax,pr
2060-01-01,18.64,33.45,0.0
2060-01-02,20.73,34.21,4.7
2060-01-03,17.58,37.13,30.14
2060-01-04,10.26,21.72,0.02
2060-01-05,12.71,25.83,0.01
2060-01-06,16.35,30.9,0.0
2060-01-07,22.3,36.09,18.68
2060-01-08,19.49,31.01,0.02
2060-01-09,19.48,37.52,0.0
2060-01-10,17.19,39.49,0.01
2060-01-11,12.93,29.99,0.04
2060-01-12,12.28,29.59,0.0
2060-01-13,13.69,30.57,0.0
2060-01-14,13.99,32.3,0.0
2060-01-15,15.49,34.92,0.0
2060-01-16,15.7,32.82,0.19
2060-01-17,13.17,29.54,0.0
2060-01-18,17.7,32.1,0.0
2060-01-19,21.58,36.8,0.0
2060-01-20,22.92,35.86,6.56
2060-01-21,17.02,33.32,9.19
2060-01-22,18.27,29.0,3.04
2060-01-23,20.72,24.85,128.4
2060-01-24,14.09,24.02,16.26
2060-01-25,15.13,24.84,0.0
2060-01-26,17.68,26.2,0.01
2060-01-27,18.51,28.06,0.05
2060-01-28,18.97,29.51,0.0
2060-01-29,20.27,33.35,0.0
2060-01-30,14.91,36.36,4.51
2060-01-31,13.81,26.55,0.02
2060-02-01,12.55,27.96,0.0
2060-02-02,13.07,31.32,0.0
2060-02-03,14.32,32.07,0.0
2060-02-04,18.21,32.09,1.16
2060-02-05,18.58,32.1,1.27
2060-02-06,14.68,35.25,0.0
2060-02-07,18.79,37.42,0.0
2060-02-08,21.44,43.53,0.0
2060-02-09,23.41,44.14,2.83
2060-02-10,22.7,33.43,1.06
2060-02-11,24.07,39.68,1.36
2060-02-12,23.57,40.54,1.42
2060-02-13,23.05,41.4,1.63
2060-02-14,26.68,43.28,0.0
2060-02-15,23.27,44.69,0.0
2060-02-16,23.07,41.59,0.0
2060-02-17,24.13,42.92,1.92
2060-02-18,20.46,29.47,27.76
2060-02-19,22.37,27.48,0.07
2060-02-20,21.73,34.35,8.2
2060-02-21,12.29,22.76,6.77
2060-02-22,11.72,25.19,0.01
2060-02-23,10.93,25.81,0.0
2060-02-24,15.38,26.87,0.0
2060-02-25,17.67,30.56,0.07
2060-02-26,21.77,32.99,5.54
2060-02-27,20.95,33.69,0.16
2060-02-28,17.74,37.61,0.11
2060-02-29,12.53,32.58,0.0
2060-03-01,14.11,31.8,0.0
2060-03-02,16.34,34.77,0.0
2060-03-03,22.48,37.91,0.0
2060-03-04,20.46,42.06,39.98
2060-03-05,10.52,21.32,10.58
2060-03-06,12.2,22.29,0.06
2060-03-07,13.05,24.84,0.0
2060-03-08,15.25,26.83,0.01
2060-03-09,16.0,28.19,0.0
2060-03-10,16.19,31.23,0.0
2060-03-11,16.43,31.21,0.0
2060-03-12,18.0,32.18,0.07
2060-03-13,19.3,33.29,8.2
2060-03-14,13.06,23.93,6.48
2060-03-15,12.83,25.94,0.09
2060-03-16,12.11,24.58,0.0
2060-03-17,13.77,27.79,0.0
2060-03-18,15.17,28.01,0.0
2060-03-19,15.07,29.46,0.0
2060-03-20,15.37,31.48,0.06
2060-03-21,9.82,26.37,0.05
2060-03-22,10.09,25.08,0.01
2060-03-23,7.42,24.91,0.0
2060-03-24,13.3,26.15,0.04
2060-03-25,14.19,26.93,0.11
2060-03-26,17.28,29.62,6.79
2060-03-27,8.18,25.9,0.1
2060-03-28,10.64,23.55,0.0
2060-03-29,11.87,25.02,0.0
2060-03-30,17.34,25.59,1.23
2060-03-31,15.25,27.96,2.23
2060-04-01,16.96,26.5,4.21
2060-04-02,15.66,24.84,1.05
2060-04-03,15.44,25.1,0.67
2060-04-04,15.01,26.89,2.2
2060-04-05,14.8,20.28,10.48
2060-04-06,14.41,22.63,0.53
2060-04-07,7.24,21.41,0.53
2060-04-08,6.44,19.79,0.04
2060-04-09,8.1,20.68,0.1
2060-04-10,9.07,24.4,0.04
2060-04-11,11.24,25.31,0.01
2060-04-12,12.78,26.07,0.09
2060-04-13,12.46,26.19,0.13
2060-04-14,11.25,26.37,0.0
2060-04-15,11.34,26.43,0.0
2060-04-16,14.46,21.65,20.57
2060-04-17,12.84,17.83,2.92
2060-04-18,9.45,17.41,0.82
2060-04-19,9.4,18.76,0.22
2060-04-20,12.85,20.63,0.25
2060-04-21,11.9,20.2,0.22
2060-04-22,8.92,21.52,0.0
2060-04-23,13.65,24.48,0.01
2060-04-24,14.74,26.09,6.63
2060-04-25,11.63,21.8,0.09
2060-04-26,12.14,22.09,0.08
2060-04-27,12.1,22.68,0.14
2060-04-28,8.77,22.23,0.05
2060-04-29,7.64,20.96,0.08
2060-04-30,7.43,19.65,0.0
2060-05-01,11.0,22.79,0.52
2060-05-02,4.59,17.37,0.26
2060-05-03,3.41,16.47,0.0
2060-05-04,6.51,19.15,0.0
2060-05-05,10.31,22.21,0.73
2060-05-06,12.2,16.76,2.77
2060-05-07,12.02,20.26,0.09
2060-05-08,12.7,21.51,0.02
2060-05-09,11.52,22.27,0.57
2060-05-10,10.4,22.69,0.0
2060-05-11,10.38,22.85,0.0
2060-05-12,11.7,22.78,0.26
2060-05-13,12.93,16.56,4.85
2060-05-14,15.09,20.0,24.06
2060-05-15,13.86,19.73,3.04
2060-05-16,13.4,18.62,1.27
2060-05-17,11.1,18.17,0.74
2060-05-18,12.34,17.0,5.12
2060-05-19,4.23,14.02,8.82
2060-05-20,3.09,11.73,0.18
2060-05-21,2.88,12.38,0.12
2060-05-22,4.55,16.03,0.0
2060-05-23,10.96,14.78,22.56
2060-05-24,11.68,14.2,9.92
2060-05-25,9.99,14.98,0.7
2060-05-26,5.42,16.46,0.03
2060-05-27,4.49,16.14,0.09
2060-05-28,6.21,16.02,0.27
2060-05-29,8.46,15.39,0.64
2060-05-30,6.87,12.14,0.92
2060-05-31,8.01,13.14,0.52
2060-06-01,7.46,13.85,11.08
2060-06-02,8.16,12.02,9.71
2060-06-03,7.41,10.31,1.64
2060-06-04,7.73,10.43,1.26
2060-06-05,5.8,11.56,2.86
2060-06-06,7.62,10.79,1.0
2060-06-07,6.07,12.37,0.36
2060-06-08,4.44,12.61,0.17
2060-06-09,0.58,12.16,0.11
2060-06-10,3.1,12.52,0.15
2060-06-11,5.07,9.63,0.19
2060-06-12,4.56,10.38,1.66
2060-06-13,4.54,7.95,0.55
2060-06-14,3.58,10.52,1.72
2060-06-15,7.1,11.31,3.26
2060-06-16,10.73,12.7,4.31
2060-06-17,8.87,13.29,1.21
2060-06-18,8.03,12.67,0.75
2060-06-19,8.98,13.11,0.83
2060-06-20,7.37,14.48,0.3
2060-06-21,6.49,15.2,0.13
2060-06-22,8.11,16.3,0.06
2060-06-23,12.01,17.95,19.66
2060-06-24,8.05,17.99,0.52
2060-06-25,11.61,16.15,3.91
2060-06-26,11.34,16.88,1.48
2060-06-27,12.45,18.05,0.01
2060-06-28,14.38,16.46,29.98
2060-06-29,4.56,14.52,5.33
2060-06-30,5.52,9.6,0.4
2060-07-01,5.6,9.98,0.66
2060-07-02,8.89,13.16,0.94
2060-07-03,9.4,15.76,1.62
2060-07-04,7.56,15.13,0.76
2060-07-05,8.58,13.76,0.58
2060-07-06,9.91,15.12,0.49
2060-07-07,8.49,15.68,0.23
2060-07-08,8.75,15.4,11.08
2060-07-09,8.06,11.19,16.1
2060-07-10,1.36,14.1,0.48
2060-07-11,3.15,12.95,0.45
2060-07-12,6.11,10.88,0.44
2060-07-13,4.79,11.34,0.38
2060-07-14,6.07,11.15,3.95
2060-07-15,7.07,12.68,10.85
2060-07-16,4.55,9.22,11.73
2060-07-17,3.8,9.7,0.6
2060-07-18,6.18,11.39,0.4
2060-07-19,6.52,10.87,5.1
2060-07-20,8.14,9.97,4.78
2060-07-21,6.19,12.07,0.57
2060-07-22,6.14,13.84,0.19
2060-07-23,8.04,10.18,15.4
2060-07-24,7.26,11.63,18.82
2060-07-25,6.8,10.61,0.61
2060-07-26,7.15,11.76,3.24
2060-07-27,5.44,11.04,6.13
2060-07-28,6.87,10.77,0.83
2060-07-29,7.94,13.54,0.64
2060-07-30,4.99,14.37,0.41
2060-07-31,8.82,14.11,12.89
2060-08-01,6.36,14.76,2.45
2060-08-02,9.32,13.15,5.04
2060-08-03,6.64,10.45,6.45
2060-08-04,3.25,11.54,12.93
