time,tasmin,tasmax,pr
2030-01-01,27.72,31.77,0.39
2030-01-02,27.0,31.76,0.06
2030-01-03,27.44,31.69,0.6
2030-01-04,26.68,31.79,0.05
2030-01-05,26.36,31.44,1.41
2030-01-06,25.82,31.22,2.95
2030-01-07,25.98,31.01,1.3
2030-01-08,24.81,30.97,0.58
2030-01-09,25.05,31.15,0.35
2030-01-10,24.81,31.05,0.05
2030-01-11,25.6,31.31,0.07
2030-01-12,25.03,31.56,0.1
2030-01-13,25.98,31.44,0.0
2030-01-14,26.35,31.26,0.07
2030-01-15,26.19,31.26,0.0
2030-01-16,26.64,31.56,0.05
2030-01-17,26.99,31.8,0.1
2030-01-18,26.17,31.08,0.28
2030-01-19,25.2,31.27,0.03
2030-01-20,26.1,31.82,0.01
2030-01-21,25.13,30.98,0.01
2030-01-22,25.74,31.41,1.37
2030-01-23,26.79,32.09,4.6
2030-01-24,27.33,30.85,2.46
2030-01-25,26.4,31.63,0.34
2030-01-26,26.92,31.53,0.07
2030-01-27,27.01,31.16,0.08
2030-01-28,27.01,31.79,0.07
2030-01-29,27.36,32.51,18.88
2030-01-30,25.49,30.08,6.96
2030-01-31,26.9,31.32,1.95
2030-02-01,26.83,31.67,1.98
2030-02-02,27.9,32.04,1.85
2030-02-03,27.14,31.7,0.93
2030-02-04,26.32,32.04,0.1
2030-02-05,27.5,31.87,0.09
2030-02-06,27.09,31.56,0.15
2030-02-07,25.98,31.89,0.18
2030-02-08,26.75,31.59,1.61
2030-02-09,26.01,31.38,2.48
2030-02-10,24.89,30.88,0.46
2030-02-11,25.1,30.93,0.66
2030-02-12,25.77,30.87,0.11
2030-02-13,27.19,31.37,0.18
2030-02-14,27.62,33.29,6.07
2030-02-15,24.58,36.81,0.25
2030-02-16,24.58,32.3,5.69
2030-02-17,25.08,27.47,64.8
2030-02-18,23.92,29.1,6.86
2030-02-19,24.4,29.29,2.22
2030-02-20,24.13,29.57,3.54
2030-02-21,24.8,29.57,1.48
2030-02-22,24.17,29.43,2.56
2030-02-23,22.77,30.32,0.82
2030-02-24,22.0,30.8,0.0
2030-02-25,24.07,30.68,0.1
2030-02-26,24.64,30.94,0.22
2030-02-27,24.97,31.32,0.32
2030-02-28,23.98,30.99,0.26
2030-03-01,24.21,30.69,0.1
2030-03-02,24.85,30.48,0.97
2030-03-03,23.29,30.8,0.34
2030-03-04,24.14,30.58,0.22
2030-03-05,25.9,31.76,0.01
2030-03-06,25.51,31.74,0.06
2030-03-07,26.77,32.6,0.76
2030-03-08,26.37,31.26,0.08
2030-03-09,25.12,31.25,0.04
2030-03-10,26.34,31.5,0.91
2030-03-11,25.61,30.55,6.0
2030-03-12,24.8,31.13,0.08
2030-03-13,25.78,31.04,0.14
2030-03-14,26.66,31.16,0.12
2030-03-15,26.93,31.87,0.45
2030-03-16,26.32,31.19,1.13
2030-03-17,26.44,30.65,2.52
2030-03-18,24.65,31.1,3.64
2030-03-19,23.78,30.19,1.09
2030-03-20,23.97,30.57,0.23
