time,tasmin,tasmax,pr
2060-01-01,18.19,31.12,3.14
2060-01-02,18.33,35.67,0.0
2060-01-03,19.12,38.16,27.38
2060-01-04,18.13,27.66,0.0
2060-01-05,20.49,30.51,13.5
2060-01-06,8.73,26.2,0.81
2060-01-07,8.64,23.36,0.0
2060-01-08,13.11,25.26,0.0
2060-01-09,15.69,29.63,0.0
2060-01-10,17.94,33.15,3.21
2060-01-11,18.66,30.31,1.73
2060-01-12,21.31,36.92,0.58
2060-01-13,21.02,33.39,3.64
2060-01-14,19.24,36.78,1.91
2060-01-15,19.03,36.46,0.06
2060-01-16,20.91,35.76,0.0
2060-01-17,25.09,42.67,0.0
2060-01-18,25.32,47.77,0.09
2060-01-19,21.24,38.98,0.67
2060-01-20,22.15,36.91,17.12
2060-01-21,15.49,31.24,1.49
2060-01-22,15.28,32.75,0.0
2060-01-23,19.2,32.0,0.01
2060-01-24,20.13,31.45,0.02
2060-01-25,23.46,36.29,0.09
2060-01-26,19.83,40.29,17.51
2060-01-27,22.4,32.29,0.0
2060-01-28,22.22,32.51,9.92
2060-01-29,22.57,29.57,0.12
2060-01-30,23.55,31.55,11.91
2060-01-31,24.89,31.0,5.15
2060-02-01,23.19,35.4,0.79
2060-02-02,18.15,29.46,84.78
2060-02-03,13.96,22.04,0.66
2060-02-04,18.88,27.15,0.12
2060-02-05,20.38,29.86,8.81
2060-02-06,21.55,29.53,13.39
2060-02-07,23.47,28.45,17.03
2060-02-08,22.41,31.3,7.72
2060-02-09,18.62,25.81,0.73
2060-02-10,16.33,28.97,0.0
2060-02-11,19.08,28.82,0.0
2060-02-12,20.57,30.1,0.38
2060-02-13,19.26,29.47,3.65
2060-02-14,22.23,30.98,3.02
2060-02-15,13.88,24.56,14.19
2060-02-16,12.45,22.8,0.02
2060-02-17,11.11,24.8,0.0
2060-02-18,15.89,26.21,0.0
2060-02-19,18.85,30.58,0.0
2060-02-20,20.41,33.26,0.74
2060-02-21,22.74,38.56,5.91
2060-02-22,19.34,25.3,7.59
2060-02-23,19.16,27.6,0.06
2060-02-24,24.16,32.08,15.59
2060-02-25,18.86,28.47,38.3
2060-02-26,15.07,24.09,0.0
2060-02-27,15.81,24.97,0.14
2060-02-28,15.22,24.48,0.0
2060-02-29,15.18,24.22,0.0
2060-03-01,16.5,25.99,0.0
2060-03-02,17.78,28.13,6.23
2060-03-03,15.24,27.59,1.11
2060-03-04,13.3,26.76,0.0
2060-03-05,15.0,27.1,0.0
2060-03-06,15.86,26.48,0.0
2060-03-07,15.67,27.94,1.32
2060-03-08,16.18,27.14,1.08
2060-03-09,16.87,26.81,0.71
2060-03-10,15.19,29.76,1.24
2060-03-11,16.12,29.98,0.01
2060-03-12,18.56,31.62,0.05
2060-03-13,19.63,30.88,1.65
2060-03-14,19.19,33.24,0.0
2060-03-15,20.93,34.96,0.0
2060-03-16,19.72,35.55,3.62
2060-03-17,18.82,34.2,0.0
2060-03-18,20.31,35.25,0.01
2060-03-19,21.01,35.53,0.1
2060-03-20,21.85,35.34,2.93
2060-03-21,18.16,33.16,0.42
2060-03-22,18.68,32.05,0.0
2060-03-23,18.48,32.87,0.03
2060-03-24,18.75,32.31,0.0
2060-03-25,19.51,32.39,0.5
2060-03-26,19.68,29.26,13.13
2060-03-27,18.15,26.32,13.76
2060-03-28,14.53,26.1,0.05
2060-03-29,14.34,27.07,0.02
2060-03-30,14.01,27.43,0.0
2060-03-31,15.93,26.98,0.0
2060-04-01,16.02,27.28,0.18
2060-04-02,14.64,26.49,4.04
2060-04-03,13.9,27.27,0.66
2060-04-04,11.31,26.79,0.08
2060-04-05,13.39,25.09,0.08
2060-04-06,16.13,26.43,1.21
2060-04-07,15.61,26.29,0.14
2060-04-08,15.19,29.69,0.12
2060-04-09,16.0,30.29,0.0
2060-04-10,18.43,30.34,0.02
2060-04-11,12.6,25.09,11.73
2060-04-12,6.69,19.6,0.04
2060-04-13,9.3,21.58,0.02
2060-04-14,9.96,21.78,0.15
2060-04-15,11.72,22.88,0.35
2060-04-16,10.76,21.43,0.31
2060-04-17,11.12,22.63,0.05
2060-04-18,10.33,26.73,0.0
2060-04-19,15.81,29.93,0.09
2060-04-20,9.83,30.59,0.0
2060-04-21,8.66,21.11,0.0
