time,tasmin,tasmax,pr
2060-01-01,9.13,18.98,0.54
2060-01-02,11.55,23.25,0.03
2060-01-03,9.0,20.19,0.81
2060-01-04,4.77,17.88,0.68
2060-01-05,10.71,24.0,0.01
2060-01-06,12.04,23.4,0.01
2060-01-07,16.21,26.05,0.03
2060-01-08,10.25,26.25,0.01
2060-01-09,9.61,23.79,0.01
2060-01-10,7.95,21.83,1.43
2060-01-11,9.6,17.49,0.25
2060-01-12,6.67,18.48,0.48
2060-01-13,11.41,18.7,0.0
2060-01-14,11.73,20.92,0.87
2060-01-15,9.04,16.91,0.22
2060-01-16,6.41,17.02,0.09
2060-01-17,9.27,21.47,0.19
2060-01-18,12.1,23.37,0.0
2060-01-19,15.18,31.13,0.0
2060-01-20,11.13,34.5,0.74
2060-01-21,9.01,20.61,0.19
2060-01-22,8.79,20.96,0.14
2060-01-23,11.67,19.46,0.34
2060-01-24,9.63,20.3,0.31
2060-01-25,11.09,23.49,0.0
2060-01-26,11.21,25.76,0.01
2060-01-27,12.81,27.83,0.09
2060-01-28,13.18,25.02,1.14
2060-01-29,12.21,25.13,0.34
2060-01-30,6.9,16.59,0.02
2060-01-31,10.17,16.96,0.1
2060-02-01,11.52,17.68,0.57
2060-02-02,5.65,16.87,0.81
2060-02-03,6.0,18.77,0.0
2060-02-04,14.32,23.1,0.0
2060-02-05,11.19,25.63,1.23
2060-02-06,9.11,20.34,0.12
2060-02-07,16.03,26.88,0.11
2060-02-08,10.87,27.74,0.0
2060-02-09,8.81,22.14,0.0
2060-02-10,12.68,26.84,0.0
2060-02-11,14.3,25.23,0.0
2060-02-12,15.1,26.09,0.06
2060-02-13,15.12,24.21,0.0
2060-02-14,10.81,20.64,0.0
2060-02-15,10.29,23.59,0.0
2060-02-16,10.1,25.75,0.0
2060-02-17,13.77,21.84,7.73
2060-02-18,10.71,20.09,1.57
2060-02-19,17.08,27.86,22.76
2060-02-20,7.7,23.1,3.99
2060-02-21,5.68,15.56,0.04
2060-02-22,9.17,19.7,0.54
2060-02-23,7.16,16.76,1.44
