time,tasmin,tasmax,pr
2030-01-01,23.37,29.52,0.14
2030-01-02,23.85,29.57,0.06
2030-01-03,24.45,29.98,0.04
2030-01-04,24.0,29.47,0.02
2030-01-05,24.05,30.36,0.05
2030-01-06,24.38,30.55,0.14
2030-01-07,24.28,30.18,0.0
2030-01-08,24.72,29.5,0.0
2030-01-09,25.38,29.84,0.04
2030-01-10,25.19,29.9,0.05
2030-01-11,25.67,30.47,0.15
2030-01-12,26.19,31.21,0.45
2030-01-13,25.91,30.31,1.28
2030-01-14,25.19,29.66,0.11
2030-01-15,25.77,29.81,0.22
2030-01-16,24.95,30.45,0.02
2030-01-17,25.48,30.29,0.04
2030-01-18,26.12,30.55,0.12
2030-01-19,25.86,30.83,0.11
2030-01-20,25.77,31.06,0.29
2030-01-21,26.15,30.69,0.03
2030-01-22,26.68,31.01,0.72
2030-01-23,26.4,31.3,5.12
2030-01-24,25.1,30.47,3.95
2030-01-25,26.03,31.75,0.67
2030-01-26,26.8,31.68,0.49
2030-01-27,26.6,31.7,0.56
2030-01-28,26.5,31.67,0.24
2030-01-29,26.11,31.84,1.19
2030-01-30,25.92,31.53,0.98
2030-01-31,26.72,31.68,0.55
2030-02-01,26.86,31.63,11.01
2030-02-02,26.81,29.4,33.67
2030-02-03,27.14,28.89,22.67
2030-02-04,26.98,29.2,11.85
2030-02-05,26.22,29.88,15.35
2030-02-06,26.35,30.4,10.83
2030-02-07,26.28,30.27,20.92
2030-02-08,25.6,29.76,1.08
2030-02-09,26.03,29.82,0.1
2030-02-10,23.81,29.41,0.11
2030-02-11,24.98,29.76,0.57
2030-02-12,26.39,29.69,0.99
2030-02-13,26.93,30.11,1.44
2030-02-14,25.9,29.2,13.44
2030-02-15,26.81,29.29,22.75
2030-02-16,26.43,29.12,7.62
2030-02-17,26.08,28.82,7.27
2030-02-18,25.6,26.93,5.2
2030-02-19,25.21,27.01,45.43
2030-02-20,22.9,26.3,79.73
2030-02-21,22.48,28.8,2.07
2030-02-22,24.17,29.45,0.01
2030-02-23,25.53,30.17,0.0
2030-02-24,27.15,31.61,5.58
2030-02-25,27.86,32.73,1.89
2030-02-26,26.33,29.89,2.88
2030-02-27,25.71,29.22,0.06
2030-02-28,25.4,29.37,0.23
2030-03-01,24.91,29.69,0.3
2030-03-02,23.4,29.16,0.04
2030-03-03,24.77,30.21,1.59
